country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode
Poland,1991.0,approve4,3,131,882,209,1989.0,2015.0,approve4_gt3,2.0,11,6.0,25.0
Poland,1991.0,accept4,1,715,805,209,1989.0,2015.0,accept4_gt1,2.0,11,17.0,58.0
Poland,1991.0,accept4,2,554,805,209,1989.0,2015.0,accept4_gt2,2.0,11,17.0,59.0
Poland,1991.0,accept4,3,207,805,209,1989.0,2015.0,accept4_gt3,2.0,11,17.0,60.0
Poland,1992.0,approve4,1,509,1451,209,1989.0,2015.0,approve4_gt1,2.0,12,6.0,23.0
Poland,1992.0,approve4,2,367,1451,209,1989.0,2015.0,approve4_gt2,2.0,12,6.0,24.0
Poland,1992.0,approve4,3,277,1451,209,1989.0,2015.0,approve4_gt3,2.0,12,6.0,25.0
Poland,1993.0,approve4,1,494,1472,209,1989.0,2015.0,approve4_gt1,2.0,13,6.0,23.0
Poland,1993.0,approve4,2,375,1472,209,1989.0,2015.0,approve4_gt2,2.0,13,6.0,24.0
Poland,1993.0,approve4,3,308,1472,209,1989.0,2015.0,approve4_gt3,2.0,13,6.0,25.0
Poland,1994.0,approve4,1,743,2887,209,1989.0,2015.0,approve4_gt1,2.0,14,6.0,23.0
Poland,1994.0,approve4,2,553,2887,209,1989.0,2015.0,approve4_gt2,2.0,14,6.0,24.0
Poland,1994.0,approve4,3,421,2887,209,1989.0,2015.0,approve4_gt3,2.0,14,6.0,25.0
Poland,1995.0,approve4,1,411,1462,209,1989.0,2015.0,approve4_gt1,2.0,15,6.0,23.0
Poland,1995.0,approve4,2,294,1462,209,1989.0,2015.0,approve4_gt2,2.0,15,6.0,24.0
Poland,1995.0,approve4,3,238,1462,209,1989.0,2015.0,approve4_gt3,2.0,15,6.0,25.0
Poland,1997.0,just10,1,454,1128,209,1989.0,2015.0,just10_gt1,2.0,17,1.0,1.0
Poland,1997.0,just10,2,391,1128,209,1989.0,2015.0,just10_gt2,2.0,17,1.0,2.0
Poland,1997.0,just10,3,332,1128,209,1989.0,2015.0,just10_gt3,2.0,17,1.0,3.0
Poland,1997.0,just10,4,293,1128,209,1989.0,2015.0,just10_gt4,2.0,17,1.0,4.0
Poland,1997.0,just10,5,183,1128,209,1989.0,2015.0,just10_gt5,2.0,17,1.0,5.0
Poland,1997.0,just10,6,140,1128,209,1989.0,2015.0,just10_gt6,2.0,17,1.0,6.0
Poland,1997.0,just10,7,93,1128,209,1989.0,2015.0,just10_gt7,2.0,17,1.0,7.0
Poland,1997.0,just10,8,67,1128,209,1989.0,2015.0,just10_gt8,2.0,17,1.0,8.0
Poland,1997.0,just10,9,30,1128,209,1989.0,2015.0,just10_gt9,2.0,17,1.0,9.0
Poland,1997.0,neigh2,1,392,1153,209,1989.0,2015.0,neigh2_gt1,2.0,17,5.0,22.0
Poland,1997.0,approve4,1,313,1064,209,1989.0,2015.0,approve4_gt1,2.0,17,6.0,23.0
Poland,1997.0,approve4,2,221,1064,209,1989.0,2015.0,approve4_gt2,2.0,17,6.0,24.0
Poland,1997.0,approve4,3,177,1064,209,1989.0,2015.0,approve4_gt3,2.0,17,6.0,25.0
Poland,1999.0,just10,1,409,1020,209,1989.0,2015.0,just10_gt1,2.0,19,1.0,1.0
Poland,1999.0,just10,2,350,1020,209,1989.0,2015.0,just10_gt2,2.0,19,1.0,2.0
Poland,1999.0,just10,3,309,1020,209,1989.0,2015.0,just10_gt3,2.0,19,1.0,3.0
Poland,1999.0,just10,4,269,1020,209,1989.0,2015.0,just10_gt4,2.0,19,1.0,4.0
Poland,1999.0,just10,5,166,1020,209,1989.0,2015.0,just10_gt5,2.0,19,1.0,5.0
Poland,1999.0,just10,6,150,1020,209,1989.0,2015.0,just10_gt6,2.0,19,1.0,6.0
Poland,1999.0,just10,7,126,1020,209,1989.0,2015.0,just10_gt7,2.0,19,1.0,7.0
Poland,1999.0,just10,8,86,1020,209,1989.0,2015.0,just10_gt8,2.0,19,1.0,8.0
Poland,1999.0,just10,9,68,1020,209,1989.0,2015.0,just10_gt9,2.0,19,1.0,9.0
Poland,1999.0,neigh2,1,490,1095,209,1989.0,2015.0,neigh2_gt1,2.0,19,5.0,22.0
Poland,1999.0,approve4,1,560,1945,209,1989.0,2015.0,approve4_gt1,2.0,19,6.0,23.0
Poland,1999.0,approve4,2,399,1945,209,1989.0,2015.0,approve4_gt2,2.0,19,6.0,24.0
Poland,1999.0,approve4,3,316,1945,209,1989.0,2015.0,approve4_gt3,2.0,19,6.0,25.0
Poland,2e3,accept4,1,988,1166,209,1989.0,2015.0,accept4_gt1,2.0,20,17.0,58.0
Poland,2e3,accept4,2,786,1166,209,1989.0,2015.0,accept4_gt2,2.0,20,17.0,59.0
Poland,2e3,accept4,3,318,1166,209,1989.0,2015.0,accept4_gt3,2.0,20,17.0,60.0
Poland,2002.0,approve4,1,356,1109,209,1989.0,2015.0,approve4_gt1,2.0,22,6.0,23.0
Poland,2002.0,approve4,2,259,1109,209,1989.0,2015.0,approve4_gt2,2.0,22,6.0,24.0
Poland,2002.0,approve4,3,192,1109,209,1989.0,2015.0,approve4_gt3,2.0,22,6.0,25.0
Poland,2002.0,accept2,1,200,441,209,1989.0,2015.0,accept2_gt1,2.0,22,10.0,29.0
Poland,2002.0,free5,1,1692,1919,209,1989.0,2015.0,free5_gt1,2.0,22,11.0,30.0
Poland,2002.0,free5,2,1328,1919,209,1989.0,2015.0,free5_gt2,2.0,22,11.0,31.0
Poland,2002.0,free5,3,873,1919,209,1989.0,2015.0,free5_gt3,2.0,22,11.0,32.0
Poland,2002.0,free5,4,171,1919,209,1989.0,2015.0,free5_gt4,2.0,22,11.0,33.0
Poland,2004.0,free5,1,1343,1585,209,1989.0,2015.0,free5_gt1,2.0,24,11.0,30.0
Poland,2004.0,free5,2,1010,1585,209,1989.0,2015.0,free5_gt2,2.0,24,11.0,31.0
Poland,2004.0,free5,3,679,1585,209,1989.0,2015.0,free5_gt3,2.0,24,11.0,32.0
Poland,2004.0,free5,4,161,1585,209,1989.0,2015.0,free5_gt4,2.0,24,11.0,33.0
Poland,2005.0,just10,1,418,884,209,1989.0,2015.0,just10_gt1,2.0,25,1.0,1.0
Poland,2005.0,just10,2,358,884,209,1989.0,2015.0,just10_gt2,2.0,25,1.0,2.0
Poland,2005.0,just10,3,306,884,209,1989.0,2015.0,just10_gt3,2.0,25,1.0,3.0
Poland,2005.0,just10,4,271,884,209,1989.0,2015.0,just10_gt4,2.0,25,1.0,4.0
Poland,2005.0,just10,5,147,884,209,1989.0,2015.0,just10_gt5,2.0,25,1.0,5.0
Poland,2005.0,just10,6,125,884,209,1989.0,2015.0,just10_gt6,2.0,25,1.0,6.0
Poland,2005.0,just10,7,91,884,209,1989.0,2015.0,just10_gt7,2.0,25,1.0,7.0
Poland,2005.0,just10,8,66,884,209,1989.0,2015.0,just10_gt8,2.0,25,1.0,8.0
Poland,2005.0,just10,9,50,884,209,1989.0,2015.0,just10_gt9,2.0,25,1.0,9.0
Poland,2005.0,neigh2,1,487,1000,209,1989.0,2015.0,neigh2_gt1,2.0,25,5.0,22.0
Poland,2005.0,approve4,1,354,1161,209,1989.0,2015.0,approve4_gt1,2.0,25,6.0,23.0
Poland,2005.0,approve4,2,250,1161,209,1989.0,2015.0,approve4_gt2,2.0,25,6.0,24.0
Poland,2005.0,approve4,3,200,1161,209,1989.0,2015.0,approve4_gt3,2.0,25,6.0,25.0
Poland,2006.0,free5,1,1449,1614,209,1989.0,2015.0,free5_gt1,2.0,26,11.0,30.0
Poland,2006.0,free5,2,1099,1614,209,1989.0,2015.0,free5_gt2,2.0,26,11.0,31.0
Poland,2006.0,free5,3,735,1614,209,1989.0,2015.0,free5_gt3,2.0,26,11.0,32.0
Poland,2006.0,free5,4,158,1614,209,1989.0,2015.0,free5_gt4,2.0,26,11.0,33.0
Poland,2006.0,marry4,1,333,939,209,1989.0,2015.0,marry4_gt1,2.0,26,16.0,55.0
Poland,2006.0,marry4,2,174,939,209,1989.0,2015.0,marry4_gt2,2.0,26,16.0,56.0
Poland,2006.0,marry4,3,56,939,209,1989.0,2015.0,marry4_gt3,2.0,26,16.0,57.0
Poland,2006.0,adopt4,1,188,959,209,1989.0,2015.0,adopt4_gt1,2.0,26,18.0,61.0
Poland,2006.0,adopt4,2,69,959,209,1989.0,2015.0,adopt4_gt2,2.0,26,18.0,62.0
Poland,2006.0,adopt4,3,19,959,209,1989.0,2015.0,adopt4_gt3,2.0,26,18.0,63.0
Poland,2007.0,accept2,1,231,441,209,1989.0,2015.0,accept2_gt1,2.0,27,10.0,29.0
Poland,2008.0,just10,1,669,1433,209,1989.0,2015.0,just10_gt1,2.0,28,1.0,1.0
Poland,2008.0,just10,2,555,1433,209,1989.0,2015.0,just10_gt2,2.0,28,1.0,2.0
Poland,2008.0,just10,3,444,1433,209,1989.0,2015.0,just10_gt3,2.0,28,1.0,3.0
Poland,2008.0,just10,4,360,1433,209,1989.0,2015.0,just10_gt4,2.0,28,1.0,4.0
Poland,2008.0,just10,5,223,1433,209,1989.0,2015.0,just10_gt5,2.0,28,1.0,5.0
Poland,2008.0,just10,6,142,1433,209,1989.0,2015.0,just10_gt6,2.0,28,1.0,6.0
Poland,2008.0,just10,7,111,1433,209,1989.0,2015.0,just10_gt7,2.0,28,1.0,7.0
Poland,2008.0,just10,8,76,1433,209,1989.0,2015.0,just10_gt8,2.0,28,1.0,8.0
Poland,2008.0,just10,9,51,1433,209,1989.0,2015.0,just10_gt9,2.0,28,1.0,9.0
Poland,2008.0,neigh2,1,690,1467,209,1989.0,2015.0,neigh2_gt1,2.0,28,5.0,22.0
Poland,2008.0,approve4,1,358,1186,209,1989.0,2015.0,approve4_gt1,2.0,28,6.0,23.0
Poland,2008.0,approve4,2,257,1186,209,1989.0,2015.0,approve4_gt2,2.0,28,6.0,24.0
Poland,2008.0,approve4,3,205,1186,209,1989.0,2015.0,approve4_gt3,2.0,28,6.0,25.0
Poland,2008.0,free5,1,1359,1523,209,1989.0,2015.0,free5_gt1,2.0,28,11.0,30.0
Poland,2008.0,free5,2,1059,1523,209,1989.0,2015.0,free5_gt2,2.0,28,11.0,31.0
Poland,2008.0,free5,3,769,1523,209,1989.0,2015.0,free5_gt3,2.0,28,11.0,32.0
Poland,2008.0,free5,4,157,1523,209,1989.0,2015.0,free5_gt4,2.0,28,11.0,33.0
Poland,2008.0,adopt5,1,743,1466,209,1989.0,2015.0,adopt5_gt1,2.0,28,12.0,34.0
Poland,2008.0,adopt5,2,275,1466,209,1989.0,2015.0,adopt5_gt2,2.0,28,12.0,35.0
Poland,2008.0,adopt5,3,115,1466,209,1989.0,2015.0,adopt5_gt3,2.0,28,12.0,36.0
Poland,2008.0,adopt5,4,28,1466,209,1989.0,2015.0,adopt5_gt4,2.0,28,12.0,37.0
Poland,2008.0,hioff10,1,750,899,209,1989.0,2015.0,hioff10_gt1,2.0,28,13.0,38.0
Poland,2008.0,hioff10,2,712,899,209,1989.0,2015.0,hioff10_gt2,2.0,28,13.0,39.0
Poland,2008.0,hioff10,3,658,899,209,1989.0,2015.0,hioff10_gt3,2.0,28,13.0,40.0
Poland,2008.0,hioff10,4,624,899,209,1989.0,2015.0,hioff10_gt4,2.0,28,13.0,41.0
Poland,2008.0,hioff10,5,509,899,209,1989.0,2015.0,hioff10_gt5,2.0,28,13.0,42.0
Poland,2008.0,hioff10,6,481,899,209,1989.0,2015.0,hioff10_gt6,2.0,28,13.0,43.0
Poland,2008.0,hioff10,7,425,899,209,1989.0,2015.0,hioff10_gt7,2.0,28,13.0,44.0
Poland,2008.0,hioff10,8,367,899,209,1989.0,2015.0,hioff10_gt8,2.0,28,13.0,45.0
Poland,2008.0,hioff10,9,300,899,209,1989.0,2015.0,hioff10_gt9,2.0,28,13.0,46.0
Poland,2008.0,neigh10,1,829,905,209,1989.0,2015.0,neigh10_gt1,2.0,28,19.0,64.0
Poland,2008.0,neigh10,2,789,905,209,1989.0,2015.0,neigh10_gt2,2.0,28,19.0,65.0
Poland,2008.0,neigh10,3,757,905,209,1989.0,2015.0,neigh10_gt3,2.0,28,19.0,66.0
Poland,2008.0,neigh10,4,728,905,209,1989.0,2015.0,neigh10_gt4,2.0,28,19.0,67.0
Poland,2008.0,neigh10,5,634,905,209,1989.0,2015.0,neigh10_gt5,2.0,28,19.0,68.0
Poland,2008.0,neigh10,6,607,905,209,1989.0,2015.0,neigh10_gt6,2.0,28,19.0,69.0
Poland,2008.0,neigh10,7,554,905,209,1989.0,2015.0,neigh10_gt7,2.0,28,19.0,70.0
Poland,2008.0,neigh10,8,475,905,209,1989.0,2015.0,neigh10_gt8,2.0,28,19.0,71.0
Poland,2008.0,neigh10,9,409,905,209,1989.0,2015.0,neigh10_gt9,2.0,28,19.0,72.0
Poland,2009.0,hioff10,1,699,849,209,1989.0,2015.0,hioff10_gt1,2.0,29,13.0,38.0
Poland,2009.0,hioff10,2,648,849,209,1989.0,2015.0,hioff10_gt2,2.0,29,13.0,39.0
Poland,2009.0,hioff10,3,586,849,209,1989.0,2015.0,hioff10_gt3,2.0,29,13.0,40.0
Poland,2009.0,hioff10,4,540,849,209,1989.0,2015.0,hioff10_gt4,2.0,29,13.0,41.0
Poland,2009.0,hioff10,5,468,849,209,1989.0,2015.0,hioff10_gt5,2.0,29,13.0,42.0
Poland,2009.0,hioff10,6,429,849,209,1989.0,2015.0,hioff10_gt6,2.0,29,13.0,43.0
Poland,2009.0,hioff10,7,384,849,209,1989.0,2015.0,hioff10_gt7,2.0,29,13.0,44.0
Poland,2009.0,hioff10,8,306,849,209,1989.0,2015.0,hioff10_gt8,2.0,29,13.0,45.0
Poland,2009.0,hioff10,9,261,849,209,1989.0,2015.0,hioff10_gt9,2.0,29,13.0,46.0
Poland,2010.0,approve4,1,836,2264,209,1989.0,2015.0,approve4_gt1,2.0,30,6.0,23.0
Poland,2010.0,approve4,2,630,2264,209,1989.0,2015.0,approve4_gt2,2.0,30,6.0,24.0
Poland,2010.0,approve4,3,504,2264,209,1989.0,2015.0,approve4_gt3,2.0,30,6.0,25.0
Poland,2010.0,free5,1,1445,1629,209,1989.0,2015.0,free5_gt1,2.0,30,11.0,30.0
Poland,2010.0,free5,2,1123,1629,209,1989.0,2015.0,free5_gt2,2.0,30,11.0,31.0
Poland,2010.0,free5,3,778,1629,209,1989.0,2015.0,free5_gt3,2.0,30,11.0,32.0
Poland,2010.0,free5,4,171,1629,209,1989.0,2015.0,free5_gt4,2.0,30,11.0,33.0
Poland,2011.0,accept2,1,253,667,209,1989.0,2015.0,accept2_gt1,2.0,31,10.0,29.0
Poland,2012.0,just10,1,456,866,209,1989.0,2015.0,just10_gt1,2.0,32,1.0,1.0
Poland,2012.0,just10,2,399,866,209,1989.0,2015.0,just10_gt2,2.0,32,1.0,2.0
Poland,2012.0,just10,3,350,866,209,1989.0,2015.0,just10_gt3,2.0,32,1.0,3.0
Poland,2012.0,just10,4,318,866,209,1989.0,2015.0,just10_gt4,2.0,32,1.0,4.0
Poland,2012.0,just10,5,200,866,209,1989.0,2015.0,just10_gt5,2.0,32,1.0,5.0
Poland,2012.0,just10,6,165,866,209,1989.0,2015.0,just10_gt6,2.0,32,1.0,6.0
Poland,2012.0,just10,7,135,866,209,1989.0,2015.0,just10_gt7,2.0,32,1.0,7.0
Poland,2012.0,just10,8,101,866,209,1989.0,2015.0,just10_gt8,2.0,32,1.0,8.0
Poland,2012.0,just10,9,86,866,209,1989.0,2015.0,just10_gt9,2.0,32,1.0,9.0
Poland,2012.0,neigh2,1,584,966,209,1989.0,2015.0,neigh2_gt1,2.0,32,5.0,22.0
Poland,2012.0,free5,1,1576,1771,209,1989.0,2015.0,free5_gt1,2.0,32,11.0,30.0
Poland,2012.0,free5,2,1305,1771,209,1989.0,2015.0,free5_gt2,2.0,32,11.0,31.0
Poland,2012.0,free5,3,956,1771,209,1989.0,2015.0,free5_gt3,2.0,32,11.0,32.0
Poland,2012.0,free5,4,231,1771,209,1989.0,2015.0,free5_gt4,2.0,32,11.0,33.0
Poland,2012.0,hioff10,1,743,901,209,1989.0,2015.0,hioff10_gt1,2.0,32,13.0,38.0
Poland,2012.0,hioff10,2,693,901,209,1989.0,2015.0,hioff10_gt2,2.0,32,13.0,39.0
Poland,2012.0,hioff10,3,629,901,209,1989.0,2015.0,hioff10_gt3,2.0,32,13.0,40.0
Poland,2012.0,hioff10,4,591,901,209,1989.0,2015.0,hioff10_gt4,2.0,32,13.0,41.0
Poland,2012.0,hioff10,5,487,901,209,1989.0,2015.0,hioff10_gt5,2.0,32,13.0,42.0
Poland,2012.0,hioff10,6,443,901,209,1989.0,2015.0,hioff10_gt6,2.0,32,13.0,43.0
Poland,2012.0,hioff10,7,392,901,209,1989.0,2015.0,hioff10_gt7,2.0,32,13.0,44.0
Poland,2012.0,hioff10,8,319,901,209,1989.0,2015.0,hioff10_gt8,2.0,32,13.0,45.0
Poland,2012.0,hioff10,9,285,901,209,1989.0,2015.0,hioff10_gt9,2.0,32,13.0,46.0
Poland,2013.0,accept2,1,336,703,209,1989.0,2015.0,accept2_gt1,2.0,33,10.0,29.0
Poland,2013.0,ff5,1,687,1039,209,1989.0,2015.0,ff5_gt1,2.0,33,14.0,47.0
Poland,2013.0,ff5,2,277,1039,209,1989.0,2015.0,ff5_gt2,2.0,33,14.0,48.0
Poland,2013.0,ff5,3,182,1039,209,1989.0,2015.0,ff5_gt3,2.0,33,14.0,49.0
Poland,2013.0,ff5,4,21,1039,209,1989.0,2015.0,ff5_gt4,2.0,33,14.0,50.0
Poland,2013.0,mm5,1,566,1042,209,1989.0,2015.0,mm5_gt1,2.0,33,15.0,51.0
Poland,2013.0,mm5,2,174,1042,209,1989.0,2015.0,mm5_gt2,2.0,33,15.0,52.0
Poland,2013.0,mm5,3,90,1042,209,1989.0,2015.0,mm5_gt3,2.0,33,15.0,53.0
Poland,2013.0,mm5,4,10,1042,209,1989.0,2015.0,mm5_gt4,2.0,33,15.0,54.0
Poland,2015.0,approve4,1,609,903,209,1989.0,2015.0,approve4_gt1,2.0,35,6.0,23.0
Poland,2015.0,approve4,2,373,903,209,1989.0,2015.0,approve4_gt2,2.0,35,6.0,24.0
Poland,2015.0,approve4,3,122,903,209,1989.0,2015.0,approve4_gt3,2.0,35,6.0,25.0
Poland,2015.0,free5,1,1334,1532,209,1989.0,2015.0,free5_gt1,2.0,35,11.0,30.0
Poland,2015.0,free5,2,1111,1532,209,1989.0,2015.0,free5_gt2,2.0,35,11.0,31.0
Poland,2015.0,free5,3,776,1532,209,1989.0,2015.0,free5_gt3,2.0,35,11.0,32.0
Poland,2015.0,free5,4,244,1532,209,1989.0,2015.0,free5_gt4,2.0,35,11.0,33.0
Poland,2015.0,hioff10,1,709,946,209,1989.0,2015.0,hioff10_gt1,2.0,35,13.0,38.0
Poland,2015.0,hioff10,2,673,946,209,1989.0,2015.0,hioff10_gt2,2.0,35,13.0,39.0
Poland,2015.0,hioff10,3,641,946,209,1989.0,2015.0,hioff10_gt3,2.0,35,13.0,40.0
Poland,2015.0,hioff10,4,601,946,209,1989.0,2015.0,hioff10_gt4,2.0,35,13.0,41.0
Poland,2015.0,hioff10,5,524,946,209,1989.0,2015.0,hioff10_gt5,2.0,35,13.0,42.0
Poland,2015.0,hioff10,6,466,946,209,1989.0,2015.0,hioff10_gt6,2.0,35,13.0,43.0
Poland,2015.0,hioff10,7,408,946,209,1989.0,2015.0,hioff10_gt7,2.0,35,13.0,44.0
Poland,2015.0,hioff10,8,370,946,209,1989.0,2015.0,hioff10_gt8,2.0,35,13.0,45.0
Poland,2015.0,hioff10,9,338,946,209,1989.0,2015.0,hioff10_gt9,2.0,35,13.0,46.0
Poland,2015.0,marry4,1,532,898,209,1989.0,2015.0,marry4_gt1,2.0,35,16.0,55.0
Poland,2015.0,marry4,2,281,898,209,1989.0,2015.0,marry4_gt2,2.0,35,16.0,56.0
Poland,2015.0,marry4,3,89,898,209,1989.0,2015.0,marry4_gt3,2.0,35,16.0,57.0
Mexico,1981.0,just10,1,506,1837,208,1981.0,2014.0,just10_gt1,3.0,1,1.0,1.0
Mexico,1981.0,just10,2,402,1837,208,1981.0,2014.0,just10_gt2,3.0,1,1.0,2.0
Mexico,1981.0,just10,3,335,1837,208,1981.0,2014.0,just10_gt3,3.0,1,1.0,3.0
Mexico,1981.0,just10,4,289,1837,208,1981.0,2014.0,just10_gt4,3.0,1,1.0,4.0
Mexico,1981.0,just10,5,192,1837,208,1981.0,2014.0,just10_gt5,3.0,1,1.0,5.0
Mexico,1981.0,just10,6,169,1837,208,1981.0,2014.0,just10_gt6,3.0,1,1.0,6.0
Mexico,1981.0,just10,7,152,1837,208,1981.0,2014.0,just10_gt7,3.0,1,1.0,7.0
Mexico,1981.0,just10,8,131,1837,208,1981.0,2014.0,just10_gt8,3.0,1,1.0,8.0
Mexico,1981.0,just10,9,122,1837,208,1981.0,2014.0,just10_gt9,3.0,1,1.0,9.0
Mexico,1990.0,just10,1,684,1504,208,1981.0,2014.0,just10_gt1,3.0,10,1.0,1.0
Mexico,1990.0,just10,2,527,1504,208,1981.0,2014.0,just10_gt2,3.0,10,1.0,2.0
Mexico,1990.0,just10,3,416,1504,208,1981.0,2014.0,just10_gt3,3.0,10,1.0,3.0
Mexico,1990.0,just10,4,359,1504,208,1981.0,2014.0,just10_gt4,3.0,10,1.0,4.0
Mexico,1990.0,just10,5,301,1504,208,1981.0,2014.0,just10_gt5,3.0,10,1.0,5.0
Mexico,1990.0,just10,6,190,1504,208,1981.0,2014.0,just10_gt6,3.0,10,1.0,6.0
Mexico,1990.0,just10,7,151,1504,208,1981.0,2014.0,just10_gt7,3.0,10,1.0,7.0
Mexico,1990.0,just10,8,117,1504,208,1981.0,2014.0,just10_gt8,3.0,10,1.0,8.0
Mexico,1990.0,just10,9,91,1504,208,1981.0,2014.0,just10_gt9,3.0,10,1.0,9.0
Mexico,1990.0,neigh2,1,609,1531,208,1981.0,2014.0,neigh2_gt1,3.0,10,5.0,22.0
Mexico,1995.0,just10,1,433,835,208,1981.0,2014.0,just10_gt1,3.0,15,1.0,1.0
Mexico,1995.0,just10,2,351,835,208,1981.0,2014.0,just10_gt2,3.0,15,1.0,2.0
Mexico,1995.0,just10,3,276,835,208,1981.0,2014.0,just10_gt3,3.0,15,1.0,3.0
Mexico,1995.0,just10,4,231,835,208,1981.0,2014.0,just10_gt4,3.0,15,1.0,4.0
Mexico,1995.0,just10,5,120,835,208,1981.0,2014.0,just10_gt5,3.0,15,1.0,5.0
Mexico,1995.0,just10,6,77,835,208,1981.0,2014.0,just10_gt6,3.0,15,1.0,6.0
Mexico,1995.0,just10,7,58,835,208,1981.0,2014.0,just10_gt7,3.0,15,1.0,7.0
Mexico,1995.0,just10,8,34,835,208,1981.0,2014.0,just10_gt8,3.0,15,1.0,8.0
Mexico,1995.0,just10,9,25,835,208,1981.0,2014.0,just10_gt9,3.0,15,1.0,9.0
Mexico,1995.0,neigh2,1,582,854,208,1981.0,2014.0,neigh2_gt1,3.0,15,5.0,22.0
Mexico,1996.0,just10,1,669,1470,208,1981.0,2014.0,just10_gt1,3.0,16,1.0,1.0
Mexico,1996.0,just10,2,567,1470,208,1981.0,2014.0,just10_gt2,3.0,16,1.0,2.0
Mexico,1996.0,just10,3,473,1470,208,1981.0,2014.0,just10_gt3,3.0,16,1.0,3.0
Mexico,1996.0,just10,4,408,1470,208,1981.0,2014.0,just10_gt4,3.0,16,1.0,4.0
Mexico,1996.0,just10,5,220,1470,208,1981.0,2014.0,just10_gt5,3.0,16,1.0,5.0
Mexico,1996.0,just10,6,159,1470,208,1981.0,2014.0,just10_gt6,3.0,16,1.0,6.0
Mexico,1996.0,just10,7,121,1470,208,1981.0,2014.0,just10_gt7,3.0,16,1.0,7.0
Mexico,1996.0,just10,8,77,1470,208,1981.0,2014.0,just10_gt8,3.0,16,1.0,8.0
Mexico,1996.0,just10,9,62,1470,208,1981.0,2014.0,just10_gt9,3.0,16,1.0,9.0
Mexico,1996.0,neigh2,1,908,1510,208,1981.0,2014.0,neigh2_gt1,3.0,16,5.0,22.0
Mexico,1998.0,neigh2,1,616,1200,208,1981.0,2014.0,neigh2_gt1,3.0,18,5.0,22.0
Mexico,2e3,just10,1,662,1410,208,1981.0,2014.0,just10_gt1,3.0,20,1.0,1.0
Mexico,2e3,just10,2,618,1410,208,1981.0,2014.0,just10_gt2,3.0,20,1.0,2.0
Mexico,2e3,just10,3,570,1410,208,1981.0,2014.0,just10_gt3,3.0,20,1.0,3.0
Mexico,2e3,just10,4,533,1410,208,1981.0,2014.0,just10_gt4,3.0,20,1.0,4.0
Mexico,2e3,just10,5,364,1410,208,1981.0,2014.0,just10_gt5,3.0,20,1.0,5.0
Mexico,2e3,just10,6,308,1410,208,1981.0,2014.0,just10_gt6,3.0,20,1.0,6.0
Mexico,2e3,just10,7,242,1410,208,1981.0,2014.0,just10_gt7,3.0,20,1.0,7.0
Mexico,2e3,just10,8,185,1410,208,1981.0,2014.0,just10_gt8,3.0,20,1.0,8.0
Mexico,2e3,just10,9,158,1410,208,1981.0,2014.0,just10_gt9,3.0,20,1.0,9.0
Mexico,2e3,neigh2,1,850,1535,208,1981.0,2014.0,neigh2_gt1,3.0,20,5.0,22.0
Mexico,2002.0,just10,1,551,1135,208,1981.0,2014.0,just10_gt1,3.0,22,1.0,1.0
Mexico,2002.0,just10,2,501,1135,208,1981.0,2014.0,just10_gt2,3.0,22,1.0,2.0
Mexico,2002.0,just10,3,468,1135,208,1981.0,2014.0,just10_gt3,3.0,22,1.0,3.0
Mexico,2002.0,just10,4,452,1135,208,1981.0,2014.0,just10_gt4,3.0,22,1.0,4.0
Mexico,2002.0,just10,5,316,1135,208,1981.0,2014.0,just10_gt5,3.0,22,1.0,5.0
Mexico,2002.0,just10,6,300,1135,208,1981.0,2014.0,just10_gt6,3.0,22,1.0,6.0
Mexico,2002.0,just10,7,265,1135,208,1981.0,2014.0,just10_gt7,3.0,22,1.0,7.0
Mexico,2002.0,just10,8,223,1135,208,1981.0,2014.0,just10_gt8,3.0,22,1.0,8.0
Mexico,2002.0,just10,9,193,1135,208,1981.0,2014.0,just10_gt9,3.0,22,1.0,9.0
Mexico,2002.0,accept2,1,535,926,208,1981.0,2014.0,accept2_gt1,3.0,22,10.0,29.0
Mexico,2004.0,just10,1,895,1163,208,1981.0,2014.0,just10_gt1,3.0,24,1.0,1.0
Mexico,2004.0,just10,2,855,1163,208,1981.0,2014.0,just10_gt2,3.0,24,1.0,2.0
Mexico,2004.0,just10,3,779,1163,208,1981.0,2014.0,just10_gt3,3.0,24,1.0,3.0
Mexico,2004.0,just10,4,769,1163,208,1981.0,2014.0,just10_gt4,3.0,24,1.0,4.0
Mexico,2004.0,just10,5,544,1163,208,1981.0,2014.0,just10_gt5,3.0,24,1.0,5.0
Mexico,2004.0,just10,6,504,1163,208,1981.0,2014.0,just10_gt6,3.0,24,1.0,6.0
Mexico,2004.0,just10,7,434,1163,208,1981.0,2014.0,just10_gt7,3.0,24,1.0,7.0
Mexico,2004.0,just10,8,381,1163,208,1981.0,2014.0,just10_gt8,3.0,24,1.0,8.0
Mexico,2004.0,just10,9,358,1163,208,1981.0,2014.0,just10_gt9,3.0,24,1.0,9.0
Mexico,2004.0,run10,1,1189,1493,208,1981.0,2014.0,run10_gt1,3.0,24,20.0,73.0
Mexico,2004.0,run10,2,1074,1493,208,1981.0,2014.0,run10_gt2,3.0,24,20.0,74.0
Mexico,2004.0,run10,3,993,1493,208,1981.0,2014.0,run10_gt3,3.0,24,20.0,75.0
Mexico,2004.0,run10,4,913,1493,208,1981.0,2014.0,run10_gt4,3.0,24,20.0,76.0
