country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode
Romania,2009.0,hioff10,5,200,843,124,1993.0,2015.0,hioff10_gt5,34.0,29,13.0,42.0
Romania,2009.0,hioff10,6,164,843,124,1993.0,2015.0,hioff10_gt6,34.0,29,13.0,43.0
Romania,2009.0,hioff10,7,119,843,124,1993.0,2015.0,hioff10_gt7,34.0,29,13.0,44.0
Romania,2009.0,hioff10,8,77,843,124,1993.0,2015.0,hioff10_gt8,34.0,29,13.0,45.0
Romania,2009.0,hioff10,9,58,843,124,1993.0,2015.0,hioff10_gt9,34.0,29,13.0,46.0
Romania,2012.0,just10,1,403,1381,124,1993.0,2015.0,just10_gt1,34.0,32,1.0,1.0
Romania,2012.0,just10,2,336,1381,124,1993.0,2015.0,just10_gt2,34.0,32,1.0,2.0
Romania,2012.0,just10,3,289,1381,124,1993.0,2015.0,just10_gt3,34.0,32,1.0,3.0
Romania,2012.0,just10,4,263,1381,124,1993.0,2015.0,just10_gt4,34.0,32,1.0,4.0
Romania,2012.0,just10,5,148,1381,124,1993.0,2015.0,just10_gt5,34.0,32,1.0,5.0
Romania,2012.0,just10,6,118,1381,124,1993.0,2015.0,just10_gt6,34.0,32,1.0,6.0
Romania,2012.0,just10,7,91,1381,124,1993.0,2015.0,just10_gt7,34.0,32,1.0,7.0
Romania,2012.0,just10,8,65,1381,124,1993.0,2015.0,just10_gt8,34.0,32,1.0,8.0
Romania,2012.0,just10,9,44,1381,124,1993.0,2015.0,just10_gt9,34.0,32,1.0,9.0
Romania,2012.0,neigh2,1,689,1503,124,1993.0,2015.0,neigh2_gt1,34.0,32,5.0,22.0
Romania,2012.0,hioff10,1,576,885,124,1993.0,2015.0,hioff10_gt1,34.0,32,13.0,38.0
Romania,2012.0,hioff10,2,498,885,124,1993.0,2015.0,hioff10_gt2,34.0,32,13.0,39.0
Romania,2012.0,hioff10,3,425,885,124,1993.0,2015.0,hioff10_gt3,34.0,32,13.0,40.0
Romania,2012.0,hioff10,4,366,885,124,1993.0,2015.0,hioff10_gt4,34.0,32,13.0,41.0
Romania,2012.0,hioff10,5,295,885,124,1993.0,2015.0,hioff10_gt5,34.0,32,13.0,42.0
Romania,2012.0,hioff10,6,267,885,124,1993.0,2015.0,hioff10_gt6,34.0,32,13.0,43.0
Romania,2012.0,hioff10,7,231,885,124,1993.0,2015.0,hioff10_gt7,34.0,32,13.0,44.0
Romania,2012.0,hioff10,8,199,885,124,1993.0,2015.0,hioff10_gt8,34.0,32,13.0,45.0
Romania,2012.0,hioff10,9,162,885,124,1993.0,2015.0,hioff10_gt9,34.0,32,13.0,46.0
Romania,2015.0,approve4,1,424,939,124,1993.0,2015.0,approve4_gt1,34.0,35,6.0,23.0
Romania,2015.0,approve4,2,240,939,124,1993.0,2015.0,approve4_gt2,34.0,35,6.0,24.0
Romania,2015.0,approve4,3,108,939,124,1993.0,2015.0,approve4_gt3,34.0,35,6.0,25.0
Romania,2015.0,hioff10,1,377,845,124,1993.0,2015.0,hioff10_gt1,34.0,35,13.0,38.0
Romania,2015.0,hioff10,2,337,845,124,1993.0,2015.0,hioff10_gt2,34.0,35,13.0,39.0
Romania,2015.0,hioff10,3,295,845,124,1993.0,2015.0,hioff10_gt3,34.0,35,13.0,40.0
Romania,2015.0,hioff10,4,248,845,124,1993.0,2015.0,hioff10_gt4,34.0,35,13.0,41.0
Romania,2015.0,hioff10,5,188,845,124,1993.0,2015.0,hioff10_gt5,34.0,35,13.0,42.0
Romania,2015.0,hioff10,6,151,845,124,1993.0,2015.0,hioff10_gt6,34.0,35,13.0,43.0
Romania,2015.0,hioff10,7,122,845,124,1993.0,2015.0,hioff10_gt7,34.0,35,13.0,44.0
Romania,2015.0,hioff10,8,95,845,124,1993.0,2015.0,hioff10_gt8,34.0,35,13.0,45.0
Romania,2015.0,hioff10,9,79,845,124,1993.0,2015.0,hioff10_gt9,34.0,35,13.0,46.0
Romania,2015.0,marry4,1,394,920,124,1993.0,2015.0,marry4_gt1,34.0,35,16.0,55.0
Romania,2015.0,marry4,2,216,920,124,1993.0,2015.0,marry4_gt2,34.0,35,16.0,56.0
Romania,2015.0,marry4,3,102,920,124,1993.0,2015.0,marry4_gt3,34.0,35,16.0,57.0
Austria,1988.0,marry5,1,392,714,123,1988.0,2015.0,marry5_gt1,35.0,8,4.0,18.0
Austria,1988.0,marry5,2,224,714,123,1988.0,2015.0,marry5_gt2,35.0,8,4.0,19.0
Austria,1988.0,marry5,3,135,714,123,1988.0,2015.0,marry5_gt3,35.0,8,4.0,20.0
Austria,1988.0,marry5,4,19,714,123,1988.0,2015.0,marry5_gt4,35.0,8,4.0,21.0
Austria,1990.0,just10,1,737,1416,123,1988.0,2015.0,just10_gt1,35.0,10,1.0,1.0
Austria,1990.0,just10,2,643,1416,123,1988.0,2015.0,just10_gt2,35.0,10,1.0,2.0
Austria,1990.0,just10,3,556,1416,123,1988.0,2015.0,just10_gt3,35.0,10,1.0,3.0
Austria,1990.0,just10,4,482,1416,123,1988.0,2015.0,just10_gt4,35.0,10,1.0,4.0
Austria,1990.0,just10,5,277,1416,123,1988.0,2015.0,just10_gt5,35.0,10,1.0,5.0
Austria,1990.0,just10,6,213,1416,123,1988.0,2015.0,just10_gt6,35.0,10,1.0,6.0
Austria,1990.0,just10,7,177,1416,123,1988.0,2015.0,just10_gt7,35.0,10,1.0,7.0
Austria,1990.0,just10,8,125,1416,123,1988.0,2015.0,just10_gt8,35.0,10,1.0,8.0
Austria,1990.0,just10,9,87,1416,123,1988.0,2015.0,just10_gt9,35.0,10,1.0,9.0
Austria,1990.0,neigh2,1,827,1460,123,1988.0,2015.0,neigh2_gt1,35.0,10,5.0,22.0
Austria,1993.0,approve4,1,493,816,123,1988.0,2015.0,approve4_gt1,35.0,13,6.0,23.0
Austria,1993.0,approve4,2,348,816,123,1988.0,2015.0,approve4_gt2,35.0,13,6.0,24.0
Austria,1993.0,approve4,3,156,816,123,1988.0,2015.0,approve4_gt3,35.0,13,6.0,25.0
Austria,1996.0,approve4,1,383,792,123,1988.0,2015.0,approve4_gt1,35.0,16,6.0,23.0
Austria,1996.0,approve4,2,235,792,123,1988.0,2015.0,approve4_gt2,35.0,16,6.0,24.0
Austria,1996.0,approve4,3,115,792,123,1988.0,2015.0,approve4_gt3,35.0,16,6.0,25.0
Austria,1999.0,just10,1,1077,1457,123,1988.0,2015.0,just10_gt1,35.0,19,1.0,1.0
Austria,1999.0,just10,2,995,1457,123,1988.0,2015.0,just10_gt2,35.0,19,1.0,2.0
Austria,1999.0,just10,3,914,1457,123,1988.0,2015.0,just10_gt3,35.0,19,1.0,3.0
Austria,1999.0,just10,4,843,1457,123,1988.0,2015.0,just10_gt4,35.0,19,1.0,4.0
Austria,1999.0,just10,5,662,1457,123,1988.0,2015.0,just10_gt5,35.0,19,1.0,5.0
Austria,1999.0,just10,6,583,1457,123,1988.0,2015.0,just10_gt6,35.0,19,1.0,6.0
Austria,1999.0,just10,7,515,1457,123,1988.0,2015.0,just10_gt7,35.0,19,1.0,7.0
Austria,1999.0,just10,8,413,1457,123,1988.0,2015.0,just10_gt8,35.0,19,1.0,8.0
Austria,1999.0,just10,9,346,1457,123,1988.0,2015.0,just10_gt9,35.0,19,1.0,9.0
Austria,1999.0,neigh2,1,1136,1522,123,1988.0,2015.0,neigh2_gt1,35.0,19,5.0,22.0
Austria,1999.0,approve4,1,582,842,123,1988.0,2015.0,approve4_gt1,35.0,19,6.0,23.0
Austria,1999.0,approve4,2,495,842,123,1988.0,2015.0,approve4_gt2,35.0,19,6.0,24.0
Austria,1999.0,approve4,3,321,842,123,1988.0,2015.0,approve4_gt3,35.0,19,6.0,25.0
Austria,2003.0,free5,1,2037,2162,123,1988.0,2015.0,free5_gt1,35.0,23,11.0,30.0
Austria,2003.0,free5,2,1873,2162,123,1988.0,2015.0,free5_gt2,35.0,23,11.0,31.0
Austria,2003.0,free5,3,1596,2162,123,1988.0,2015.0,free5_gt3,35.0,23,11.0,32.0
Austria,2003.0,free5,4,846,2162,123,1988.0,2015.0,free5_gt4,35.0,23,11.0,33.0
Austria,2005.0,free5,1,2053,2181,123,1988.0,2015.0,free5_gt1,35.0,25,11.0,30.0
Austria,2005.0,free5,2,1864,2181,123,1988.0,2015.0,free5_gt2,35.0,25,11.0,31.0
Austria,2005.0,free5,3,1557,2181,123,1988.0,2015.0,free5_gt3,35.0,25,11.0,32.0
Austria,2005.0,free5,4,769,2181,123,1988.0,2015.0,free5_gt4,35.0,25,11.0,33.0
Austria,2006.0,marry4,1,725,951,123,1988.0,2015.0,marry4_gt1,35.0,26,16.0,55.0
Austria,2006.0,marry4,2,499,951,123,1988.0,2015.0,marry4_gt2,35.0,26,16.0,56.0
Austria,2006.0,marry4,3,179,951,123,1988.0,2015.0,marry4_gt3,35.0,26,16.0,57.0
Austria,2006.0,adopt4,1,685,954,123,1988.0,2015.0,adopt4_gt1,35.0,26,18.0,61.0
Austria,2006.0,adopt4,2,450,954,123,1988.0,2015.0,adopt4_gt2,35.0,26,18.0,62.0
Austria,2006.0,adopt4,3,170,954,123,1988.0,2015.0,adopt4_gt3,35.0,26,18.0,63.0
Austria,2007.0,free5,1,2218,2312,123,1988.0,2015.0,free5_gt1,35.0,27,11.0,30.0
Austria,2007.0,free5,2,1999,2312,123,1988.0,2015.0,free5_gt2,35.0,27,11.0,31.0
Austria,2007.0,free5,3,1669,2312,123,1988.0,2015.0,free5_gt3,35.0,27,11.0,32.0
Austria,2007.0,free5,4,881,2312,123,1988.0,2015.0,free5_gt4,35.0,27,11.0,33.0
Austria,2008.0,just10,1,1070,1430,123,1988.0,2015.0,just10_gt1,35.0,28,1.0,1.0
Austria,2008.0,just10,2,1043,1430,123,1988.0,2015.0,just10_gt2,35.0,28,1.0,2.0
Austria,2008.0,just10,3,945,1430,123,1988.0,2015.0,just10_gt3,35.0,28,1.0,3.0
Austria,2008.0,just10,4,899,1430,123,1988.0,2015.0,just10_gt4,35.0,28,1.0,4.0
Austria,2008.0,just10,5,599,1430,123,1988.0,2015.0,just10_gt5,35.0,28,1.0,5.0
Austria,2008.0,just10,6,517,1430,123,1988.0,2015.0,just10_gt6,35.0,28,1.0,6.0
Austria,2008.0,just10,7,418,1430,123,1988.0,2015.0,just10_gt7,35.0,28,1.0,7.0
Austria,2008.0,just10,8,350,1430,123,1988.0,2015.0,just10_gt8,35.0,28,1.0,8.0
Austria,2008.0,just10,9,307,1430,123,1988.0,2015.0,just10_gt9,35.0,28,1.0,9.0
Austria,2008.0,neigh2,1,1122,1483,123,1988.0,2015.0,neigh2_gt1,35.0,28,5.0,22.0
Austria,2008.0,approve4,1,588,779,123,1988.0,2015.0,approve4_gt1,35.0,28,6.0,23.0
Austria,2008.0,approve4,2,505,779,123,1988.0,2015.0,approve4_gt2,35.0,28,6.0,24.0
Austria,2008.0,approve4,3,386,779,123,1988.0,2015.0,approve4_gt3,35.0,28,6.0,25.0
Austria,2008.0,adopt5,1,1005,1436,123,1988.0,2015.0,adopt5_gt1,35.0,28,12.0,34.0
Austria,2008.0,adopt5,2,681,1436,123,1988.0,2015.0,adopt5_gt2,35.0,28,12.0,35.0
Austria,2008.0,adopt5,3,424,1436,123,1988.0,2015.0,adopt5_gt3,35.0,28,12.0,36.0
Austria,2008.0,adopt5,4,138,1436,123,1988.0,2015.0,adopt5_gt4,35.0,28,12.0,37.0
Austria,2008.0,hioff10,1,795,879,123,1988.0,2015.0,hioff10_gt1,35.0,28,13.0,38.0
Austria,2008.0,hioff10,2,756,879,123,1988.0,2015.0,hioff10_gt2,35.0,28,13.0,39.0
Austria,2008.0,hioff10,3,680,879,123,1988.0,2015.0,hioff10_gt3,35.0,28,13.0,40.0
Austria,2008.0,hioff10,4,597,879,123,1988.0,2015.0,hioff10_gt4,35.0,28,13.0,41.0
Austria,2008.0,hioff10,5,485,879,123,1988.0,2015.0,hioff10_gt5,35.0,28,13.0,42.0
Austria,2008.0,hioff10,6,411,879,123,1988.0,2015.0,hioff10_gt6,35.0,28,13.0,43.0
Austria,2008.0,hioff10,7,317,879,123,1988.0,2015.0,hioff10_gt7,35.0,28,13.0,44.0
Austria,2008.0,hioff10,8,218,879,123,1988.0,2015.0,hioff10_gt8,35.0,28,13.0,45.0
Austria,2008.0,hioff10,9,168,879,123,1988.0,2015.0,hioff10_gt9,35.0,28,13.0,46.0
Austria,2008.0,neigh10,1,788,818,123,1988.0,2015.0,neigh10_gt1,35.0,28,19.0,64.0
Austria,2008.0,neigh10,2,760,818,123,1988.0,2015.0,neigh10_gt2,35.0,28,19.0,65.0
Austria,2008.0,neigh10,3,715,818,123,1988.0,2015.0,neigh10_gt3,35.0,28,19.0,66.0
Austria,2008.0,neigh10,4,668,818,123,1988.0,2015.0,neigh10_gt4,35.0,28,19.0,67.0
Austria,2008.0,neigh10,5,576,818,123,1988.0,2015.0,neigh10_gt5,35.0,28,19.0,68.0
Austria,2008.0,neigh10,6,500,818,123,1988.0,2015.0,neigh10_gt6,35.0,28,19.0,69.0
Austria,2008.0,neigh10,7,423,818,123,1988.0,2015.0,neigh10_gt7,35.0,28,19.0,70.0
Austria,2008.0,neigh10,8,305,818,123,1988.0,2015.0,neigh10_gt8,35.0,28,19.0,71.0
Austria,2008.0,neigh10,9,235,818,123,1988.0,2015.0,neigh10_gt9,35.0,28,19.0,72.0
Austria,2009.0,hioff10,1,720,841,123,1988.0,2015.0,hioff10_gt1,35.0,29,13.0,38.0
Austria,2009.0,hioff10,2,688,841,123,1988.0,2015.0,hioff10_gt2,35.0,29,13.0,39.0
Austria,2009.0,hioff10,3,610,841,123,1988.0,2015.0,hioff10_gt3,35.0,29,13.0,40.0
Austria,2009.0,hioff10,4,527,841,123,1988.0,2015.0,hioff10_gt4,35.0,29,13.0,41.0
Austria,2009.0,hioff10,5,379,841,123,1988.0,2015.0,hioff10_gt5,35.0,29,13.0,42.0
Austria,2009.0,hioff10,6,301,841,123,1988.0,2015.0,hioff10_gt6,35.0,29,13.0,43.0
Austria,2009.0,hioff10,7,218,841,123,1988.0,2015.0,hioff10_gt7,35.0,29,13.0,44.0
Austria,2009.0,hioff10,8,141,841,123,1988.0,2015.0,hioff10_gt8,35.0,29,13.0,45.0
Austria,2009.0,hioff10,9,114,841,123,1988.0,2015.0,hioff10_gt9,35.0,29,13.0,46.0
Austria,2012.0,hioff10,1,808,923,123,1988.0,2015.0,hioff10_gt1,35.0,32,13.0,38.0
Austria,2012.0,hioff10,2,765,923,123,1988.0,2015.0,hioff10_gt2,35.0,32,13.0,39.0
Austria,2012.0,hioff10,3,688,923,123,1988.0,2015.0,hioff10_gt3,35.0,32,13.0,40.0
Austria,2012.0,hioff10,4,612,923,123,1988.0,2015.0,hioff10_gt4,35.0,32,13.0,41.0
Austria,2012.0,hioff10,5,506,923,123,1988.0,2015.0,hioff10_gt5,35.0,32,13.0,42.0
Austria,2012.0,hioff10,6,415,923,123,1988.0,2015.0,hioff10_gt6,35.0,32,13.0,43.0
Austria,2012.0,hioff10,7,301,923,123,1988.0,2015.0,hioff10_gt7,35.0,32,13.0,44.0
Austria,2012.0,hioff10,8,204,923,123,1988.0,2015.0,hioff10_gt8,35.0,32,13.0,45.0
Austria,2012.0,hioff10,9,150,923,123,1988.0,2015.0,hioff10_gt9,35.0,32,13.0,46.0
Austria,2015.0,approve4,1,870,969,123,1988.0,2015.0,approve4_gt1,35.0,35,6.0,23.0
Austria,2015.0,approve4,2,701,969,123,1988.0,2015.0,approve4_gt2,35.0,35,6.0,24.0
Austria,2015.0,approve4,3,386,969,123,1988.0,2015.0,approve4_gt3,35.0,35,6.0,25.0
Austria,2015.0,free5,1,1631,1697,123,1988.0,2015.0,free5_gt1,35.0,35,11.0,30.0
Austria,2015.0,free5,2,1515,1697,123,1988.0,2015.0,free5_gt2,35.0,35,11.0,31.0
Austria,2015.0,free5,3,1298,1697,123,1988.0,2015.0,free5_gt3,35.0,35,11.0,32.0
Austria,2015.0,free5,4,686,1697,123,1988.0,2015.0,free5_gt4,35.0,35,11.0,33.0
Austria,2015.0,hioff10,1,608,754,123,1988.0,2015.0,hioff10_gt1,35.0,35,13.0,38.0
Austria,2015.0,hioff10,2,566,754,123,1988.0,2015.0,hioff10_gt2,35.0,35,13.0,39.0
Austria,2015.0,hioff10,3,520,754,123,1988.0,2015.0,hioff10_gt3,35.0,35,13.0,40.0
Austria,2015.0,hioff10,4,477,754,123,1988.0,2015.0,hioff10_gt4,35.0,35,13.0,41.0
Austria,2015.0,hioff10,5,427,754,123,1988.0,2015.0,hioff10_gt5,35.0,35,13.0,42.0
Austria,2015.0,hioff10,6,363,754,123,1988.0,2015.0,hioff10_gt6,35.0,35,13.0,43.0
Austria,2015.0,hioff10,7,315,754,123,1988.0,2015.0,hioff10_gt7,35.0,35,13.0,44.0
Austria,2015.0,hioff10,8,244,754,123,1988.0,2015.0,hioff10_gt8,35.0,35,13.0,45.0
Austria,2015.0,hioff10,9,194,754,123,1988.0,2015.0,hioff10_gt9,35.0,35,13.0,46.0
Austria,2015.0,marry4,1,828,981,123,1988.0,2015.0,marry4_gt1,35.0,35,16.0,55.0
Austria,2015.0,marry4,2,651,981,123,1988.0,2015.0,marry4_gt2,35.0,35,16.0,56.0
Austria,2015.0,marry4,3,366,981,123,1988.0,2015.0,marry4_gt3,35.0,35,16.0,57.0
Lithuania,1990.0,just10,1,112,961,120,1990.0,2015.0,just10_gt1,36.0,10,1.0,1.0
Lithuania,1990.0,just10,2,69,961,120,1990.0,2015.0,just10_gt2,36.0,10,1.0,2.0
Lithuania,1990.0,just10,3,52,961,120,1990.0,2015.0,just10_gt3,36.0,10,1.0,3.0
Lithuania,1990.0,just10,4,39,961,120,1990.0,2015.0,just10_gt4,36.0,10,1.0,4.0
Lithuania,1990.0,just10,5,20,961,120,1990.0,2015.0,just10_gt5,36.0,10,1.0,5.0
Lithuania,1990.0,just10,6,18,961,120,1990.0,2015.0,just10_gt6,36.0,10,1.0,6.0
Lithuania,1990.0,just10,7,16,961,120,1990.0,2015.0,just10_gt7,36.0,10,1.0,7.0
Lithuania,1990.0,just10,8,11,961,120,1990.0,2015.0,just10_gt8,36.0,10,1.0,8.0
Lithuania,1990.0,just10,9,4,961,120,1990.0,2015.0,just10_gt9,36.0,10,1.0,9.0
Lithuania,1990.0,neigh2,1,126,1000,120,1990.0,2015.0,neigh2_gt1,36.0,10,5.0,22.0
Lithuania,1991.0,accept4,1,435,767,120,1990.0,2015.0,accept4_gt1,36.0,11,17.0,58.0
Lithuania,1991.0,accept4,2,270,767,120,1990.0,2015.0,accept4_gt2,36.0,11,17.0,59.0
Lithuania,1991.0,accept4,3,97,767,120,1990.0,2015.0,accept4_gt3,36.0,11,17.0,60.0
Lithuania,1997.0,just10,1,229,917,120,1990.0,2015.0,just10_gt1,36.0,17,1.0,1.0
Lithuania,1997.0,just10,2,181,917,120,1990.0,2015.0,just10_gt2,36.0,17,1.0,2.0
Lithuania,1997.0,just10,3,143,917,120,1990.0,2015.0,just10_gt3,36.0,17,1.0,3.0
Lithuania,1997.0,just10,4,129,917,120,1990.0,2015.0,just10_gt4,36.0,17,1.0,4.0
Lithuania,1997.0,just10,5,71,917,120,1990.0,2015.0,just10_gt5,36.0,17,1.0,5.0
Lithuania,1997.0,just10,6,53,917,120,1990.0,2015.0,just10_gt6,36.0,17,1.0,6.0
Lithuania,1997.0,just10,7,38,917,120,1990.0,2015.0,just10_gt7,36.0,17,1.0,7.0
Lithuania,1997.0,just10,8,14,917,120,1990.0,2015.0,just10_gt8,36.0,17,1.0,8.0
Lithuania,1997.0,just10,9,10,917,120,1990.0,2015.0,just10_gt9,36.0,17,1.0,9.0
Lithuania,1997.0,neigh2,1,237,1009,120,1990.0,2015.0,neigh2_gt1,36.0,17,5.0,22.0
Lithuania,1999.0,just10,1,206,939,120,1990.0,2015.0,just10_gt1,36.0,19,1.0,1.0
Lithuania,1999.0,just10,2,170,939,120,1990.0,2015.0,just10_gt2,36.0,19,1.0,2.0
Lithuania,1999.0,just10,3,148,939,120,1990.0,2015.0,just10_gt3,36.0,19,1.0,3.0
Lithuania,1999.0,just10,4,128,939,120,1990.0,2015.0,just10_gt4,36.0,19,1.0,4.0
Lithuania,1999.0,just10,5,65,939,120,1990.0,2015.0,just10_gt5,36.0,19,1.0,5.0
Lithuania,1999.0,just10,6,47,939,120,1990.0,2015.0,just10_gt6,36.0,19,1.0,6.0
Lithuania,1999.0,just10,7,32,939,120,1990.0,2015.0,just10_gt7,36.0,19,1.0,7.0
Lithuania,1999.0,just10,8,21,939,120,1990.0,2015.0,just10_gt8,36.0,19,1.0,8.0
Lithuania,1999.0,just10,9,13,939,120,1990.0,2015.0,just10_gt9,36.0,19,1.0,9.0
Lithuania,1999.0,neigh2,1,330,1018,120,1990.0,2015.0,neigh2_gt1,36.0,19,5.0,22.0
Lithuania,2001.0,accept4,1,671,897,120,1990.0,2015.0,accept4_gt1,36.0,21,17.0,58.0
Lithuania,2001.0,accept4,2,453,897,120,1990.0,2015.0,accept4_gt2,36.0,21,17.0,59.0
Lithuania,2001.0,accept4,3,165,897,120,1990.0,2015.0,accept4_gt3,36.0,21,17.0,60.0
Lithuania,2006.0,marry4,1,343,928,120,1990.0,2015.0,marry4_gt1,36.0,26,16.0,55.0
Lithuania,2006.0,marry4,2,164,928,120,1990.0,2015.0,marry4_gt2,36.0,26,16.0,56.0
Lithuania,2006.0,marry4,3,34,928,120,1990.0,2015.0,marry4_gt3,36.0,26,16.0,57.0
Lithuania,2006.0,adopt4,1,273,927,120,1990.0,2015.0,adopt4_gt1,36.0,26,18.0,61.0
Lithuania,2006.0,adopt4,2,114,927,120,1990.0,2015.0,adopt4_gt2,36.0,26,18.0,62.0
Lithuania,2006.0,adopt4,3,24,927,120,1990.0,2015.0,adopt4_gt3,36.0,26,18.0,63.0
Lithuania,2008.0,just10,1,401,1356,120,1990.0,2015.0,just10_gt1,36.0,28,1.0,1.0
Lithuania,2008.0,just10,2,290,1356,120,1990.0,2015.0,just10_gt2,36.0,28,1.0,2.0
Lithuania,2008.0,just10,3,217,1356,120,1990.0,2015.0,just10_gt3,36.0,28,1.0,3.0
Lithuania,2008.0,just10,4,171,1356,120,1990.0,2015.0,just10_gt4,36.0,28,1.0,4.0
Lithuania,2008.0,just10,5,92,1356,120,1990.0,2015.0,just10_gt5,36.0,28,1.0,5.0
Lithuania,2008.0,just10,6,65,1356,120,1990.0,2015.0,just10_gt6,36.0,28,1.0,6.0
Lithuania,2008.0,just10,7,45,1356,120,1990.0,2015.0,just10_gt7,36.0,28,1.0,7.0
Lithuania,2008.0,just10,8,29,1356,120,1990.0,2015.0,just10_gt8,36.0,28,1.0,8.0
Lithuania,2008.0,just10,9,20,1356,120,1990.0,2015.0,just10_gt9,36.0,28,1.0,9.0
Lithuania,2008.0,neigh2,1,496,1491,120,1990.0,2015.0,neigh2_gt1,36.0,28,5.0,22.0
Lithuania,2008.0,adopt5,1,806,1336,120,1990.0,2015.0,adopt5_gt1,36.0,28,12.0,34.0
Lithuania,2008.0,adopt5,2,281,1336,120,1990.0,2015.0,adopt5_gt2,36.0,28,12.0,35.0
Lithuania,2008.0,adopt5,3,85,1336,120,1990.0,2015.0,adopt5_gt3,36.0,28,12.0,36.0
Lithuania,2008.0,adopt5,4,18,1336,120,1990.0,2015.0,adopt5_gt4,36.0,28,12.0,37.0
Lithuania,2008.0,hioff10,1,559,932,120,1990.0,2015.0,hioff10_gt1,36.0,28,13.0,38.0
Lithuania,2008.0,hioff10,2,479,932,120,1990.0,2015.0,hioff10_gt2,36.0,28,13.0,39.0
Lithuania,2008.0,hioff10,3,444,932,120,1990.0,2015.0,hioff10_gt3,36.0,28,13.0,40.0
Lithuania,2008.0,hioff10,4,417,932,120,1990.0,2015.0,hioff10_gt4,36.0,28,13.0,41.0
Lithuania,2008.0,hioff10,5,327,932,120,1990.0,2015.0,hioff10_gt5,36.0,28,13.0,42.0
Lithuania,2008.0,hioff10,6,284,932,120,1990.0,2015.0,hioff10_gt6,36.0,28,13.0,43.0
Lithuania,2008.0,hioff10,7,253,932,120,1990.0,2015.0,hioff10_gt7,36.0,28,13.0,44.0
Lithuania,2008.0,hioff10,8,211,932,120,1990.0,2015.0,hioff10_gt8,36.0,28,13.0,45.0
Lithuania,2008.0,hioff10,9,158,932,120,1990.0,2015.0,hioff10_gt9,36.0,28,13.0,46.0
Lithuania,2008.0,neigh10,1,683,891,120,1990.0,2015.0,neigh10_gt1,36.0,28,19.0,64.0
Lithuania,2008.0,neigh10,2,645,891,120,1990.0,2015.0,neigh10_gt2,36.0,28,19.0,65.0
Lithuania,2008.0,neigh10,3,601,891,120,1990.0,2015.0,neigh10_gt3,36.0,28,19.0,66.0
Lithuania,2008.0,neigh10,4,576,891,120,1990.0,2015.0,neigh10_gt4,36.0,28,19.0,67.0
Lithuania,2008.0,neigh10,5,487,891,120,1990.0,2015.0,neigh10_gt5,36.0,28,19.0,68.0
Lithuania,2008.0,neigh10,6,460,891,120,1990.0,2015.0,neigh10_gt6,36.0,28,19.0,69.0
Lithuania,2008.0,neigh10,7,427,891,120,1990.0,2015.0,neigh10_gt7,36.0,28,19.0,70.0
Lithuania,2008.0,neigh10,8,362,891,120,1990.0,2015.0,neigh10_gt8,36.0,28,19.0,71.0
Lithuania,2008.0,neigh10,9,300,891,120,1990.0,2015.0,neigh10_gt9,36.0,28,19.0,72.0
Lithuania,2009.0,hioff10,1,474,933,120,1990.0,2015.0,hioff10_gt1,36.0,29,13.0,38.0
Lithuania,2009.0,hioff10,2,432,933,120,1990.0,2015.0,hioff10_gt2,36.0,29,13.0,39.0
Lithuania,2009.0,hioff10,3,380,933,120,1990.0,2015.0,hioff10_gt3,36.0,29,13.0,40.0
Lithuania,2009.0,hioff10,4,347,933,120,1990.0,2015.0,hioff10_gt4,36.0,29,13.0,41.0
Lithuania,2009.0,hioff10,5,276,933,120,1990.0,2015.0,hioff10_gt5,36.0,29,13.0,42.0
Lithuania,2009.0,hioff10,6,252,933,120,1990.0,2015.0,hioff10_gt6,36.0,29,13.0,43.0
Lithuania,2009.0,hioff10,7,231,933,120,1990.0,2015.0,hioff10_gt7,36.0,29,13.0,44.0
Lithuania,2009.0,hioff10,8,197,933,120,1990.0,2015.0,hioff10_gt8,36.0,29,13.0,45.0
Lithuania,2009.0,hioff10,9,168,933,120,1990.0,2015.0,hioff10_gt9,36.0,29,13.0,46.0
Lithuania,2011.0,accept2,1,158,661,120,1990.0,2015.0,accept2_gt1,36.0,31,10.0,29.0
Lithuania,2012.0,hioff10,1,603,995,120,1990.0,2015.0,hioff10_gt1,36.0,32,13.0,38.0
Lithuania,2012.0,hioff10,2,548,995,120,1990.0,2015.0,hioff10_gt2,36.0,32,13.0,39.0
Lithuania,2012.0,hioff10,3,487,995,120,1990.0,2015.0,hioff10_gt3,36.0,32,13.0,40.0
Lithuania,2012.0,hioff10,4,452,995,120,1990.0,2015.0,hioff10_gt4,36.0,32,13.0,41.0
Lithuania,2012.0,hioff10,5,346,995,120,1990.0,2015.0,hioff10_gt5,36.0,32,13.0,42.0
Lithuania,2012.0,hioff10,6,314,995,120,1990.0,2015.0,hioff10_gt6,36.0,32,13.0,43.0
Lithuania,2012.0,hioff10,7,279,995,120,1990.0,2015.0,hioff10_gt7,36.0,32,13.0,44.0
Lithuania,2012.0,hioff10,8,232,995,120,1990.0,2015.0,hioff10_gt8,36.0,32,13.0,45.0
Lithuania,2012.0,hioff10,9,197,995,120,1990.0,2015.0,hioff10_gt9,36.0,32,13.0,46.0
Lithuania,2013.0,free5,1,1349,1898,120,1990.0,2015.0,free5_gt1,36.0,33,11.0,30.0
