country,year,variable,cutpoint,y_r,n,cc_rank,firstyr,lastyr,variable_cp,ccode,tcode,qcode,rcode,ktcode,tq,year_obs
Ukraine,1996.0,just10,7,337,2359,61,1991.0,2011.0,just10_gt7,32.0,25,9.0,17.0,1358.0,13,7
Ukraine,1996.0,just10,8,189,2359,61,1991.0,2011.0,just10_gt8,32.0,25,9.0,18.0,1358.0,13,7
Ukraine,1996.0,just10,9,125,2359,61,1991.0,2011.0,just10_gt9,32.0,25,9.0,19.0,1358.0,13,7
Ukraine,1998.0,free4,1,974,1038,61,1991.0,2011.0,free4_gt1,32.0,27,19.0,40.0,1360.0,13,7
Ukraine,1998.0,free4,2,890,1038,61,1991.0,2011.0,free4_gt2,32.0,27,19.0,41.0,1360.0,13,7
Ukraine,1998.0,free4,3,628,1038,61,1991.0,2011.0,free4_gt3,32.0,27,19.0,42.0,1360.0,13,7
Ukraine,1999.0,just10,1,737,1100,61,1991.0,2011.0,just10_gt1,32.0,28,9.0,11.0,1361.0,13,7
Ukraine,1999.0,just10,2,662,1100,61,1991.0,2011.0,just10_gt2,32.0,28,9.0,12.0,1361.0,13,7
Ukraine,1999.0,just10,3,582,1100,61,1991.0,2011.0,just10_gt3,32.0,28,9.0,13.0,1361.0,13,7
Ukraine,1999.0,just10,4,500,1100,61,1991.0,2011.0,just10_gt4,32.0,28,9.0,14.0,1361.0,13,7
Ukraine,1999.0,just10,5,234,1100,61,1991.0,2011.0,just10_gt5,32.0,28,9.0,15.0,1361.0,13,7
Ukraine,1999.0,just10,6,168,1100,61,1991.0,2011.0,just10_gt6,32.0,28,9.0,16.0,1361.0,13,7
Ukraine,1999.0,just10,7,122,1100,61,1991.0,2011.0,just10_gt7,32.0,28,9.0,17.0,1361.0,13,7
Ukraine,1999.0,just10,8,72,1100,61,1991.0,2011.0,just10_gt8,32.0,28,9.0,18.0,1361.0,13,7
Ukraine,1999.0,just10,9,41,1100,61,1991.0,2011.0,just10_gt9,32.0,28,9.0,19.0,1361.0,13,7
Ukraine,1999.0,a_single2,1,440,866,61,1991.0,2011.0,a_single2_gt1,32.0,28,12.0,22.0,1361.0,13,7
Ukraine,1999.0,a_nomore2,1,606,975,61,1991.0,2011.0,a_nomore2_gt1,32.0,28,13.0,23.0,1361.0,13,7
Ukraine,2006.0,just10,1,624,900,61,1991.0,2011.0,just10_gt1,32.0,35,9.0,11.0,1368.0,13,7
Ukraine,2006.0,just10,2,532,900,61,1991.0,2011.0,just10_gt2,32.0,35,9.0,12.0,1368.0,13,7
Ukraine,2006.0,just10,3,460,900,61,1991.0,2011.0,just10_gt3,32.0,35,9.0,13.0,1368.0,13,7
Ukraine,2006.0,just10,4,396,900,61,1991.0,2011.0,just10_gt4,32.0,35,9.0,14.0,1368.0,13,7
Ukraine,2006.0,just10,5,241,900,61,1991.0,2011.0,just10_gt5,32.0,35,9.0,15.0,1368.0,13,7
Ukraine,2006.0,just10,6,151,900,61,1991.0,2011.0,just10_gt6,32.0,35,9.0,16.0,1368.0,13,7
Ukraine,2006.0,just10,7,89,900,61,1991.0,2011.0,just10_gt7,32.0,35,9.0,17.0,1368.0,13,7
Ukraine,2006.0,just10,8,49,900,61,1991.0,2011.0,just10_gt8,32.0,35,9.0,18.0,1368.0,13,7
Ukraine,2006.0,just10,9,25,900,61,1991.0,2011.0,just10_gt9,32.0,35,9.0,19.0,1368.0,13,7
Ukraine,2008.0,just10,1,810,1403,61,1991.0,2011.0,just10_gt1,32.0,37,9.0,11.0,1370.0,13,7
Ukraine,2008.0,just10,2,743,1403,61,1991.0,2011.0,just10_gt2,32.0,37,9.0,12.0,1370.0,13,7
Ukraine,2008.0,just10,3,657,1403,61,1991.0,2011.0,just10_gt3,32.0,37,9.0,13.0,1370.0,13,7
Ukraine,2008.0,just10,4,574,1403,61,1991.0,2011.0,just10_gt4,32.0,37,9.0,14.0,1370.0,13,7
Ukraine,2008.0,just10,5,244,1403,61,1991.0,2011.0,just10_gt5,32.0,37,9.0,15.0,1370.0,13,7
Ukraine,2008.0,just10,6,161,1403,61,1991.0,2011.0,just10_gt6,32.0,37,9.0,16.0,1370.0,13,7
Ukraine,2008.0,just10,7,92,1403,61,1991.0,2011.0,just10_gt7,32.0,37,9.0,17.0,1370.0,13,7
Ukraine,2008.0,just10,8,61,1403,61,1991.0,2011.0,just10_gt8,32.0,37,9.0,18.0,1370.0,13,7
Ukraine,2008.0,just10,9,39,1403,61,1991.0,2011.0,just10_gt9,32.0,37,9.0,19.0,1370.0,13,7
Ukraine,2008.0,a_single2,1,512,1177,61,1991.0,2011.0,a_single2_gt1,32.0,37,12.0,22.0,1370.0,13,7
Ukraine,2008.0,a_nomore2,1,643,1242,61,1991.0,2011.0,a_nomore2_gt1,32.0,37,13.0,23.0,1370.0,13,7
Ukraine,2008.0,a_defect4,1,1447,1659,61,1991.0,2011.0,a_defect4_gt1,32.0,37,14.0,24.0,1370.0,13,7
Ukraine,2008.0,a_defect4,2,1278,1659,61,1991.0,2011.0,a_defect4_gt2,32.0,37,14.0,25.0,1370.0,13,7
Ukraine,2008.0,a_defect4,3,795,1659,61,1991.0,2011.0,a_defect4_gt3,32.0,37,14.0,26.0,1370.0,13,7
Ukraine,2008.0,a_poor4,1,1252,1664,61,1991.0,2011.0,a_poor4_gt1,32.0,37,15.0,27.0,1370.0,13,7
Ukraine,2008.0,a_poor4,2,947,1664,61,1991.0,2011.0,a_poor4_gt2,32.0,37,15.0,28.0,1370.0,13,7
Ukraine,2008.0,a_poor4,3,456,1664,61,1991.0,2011.0,a_poor4_gt3,32.0,37,15.0,29.0,1370.0,13,7
Ukraine,2011.0,just10,1,1007,1500,61,1991.0,2011.0,just10_gt1,32.0,40,9.0,11.0,1373.0,13,7
Ukraine,2011.0,just10,2,899,1500,61,1991.0,2011.0,just10_gt2,32.0,40,9.0,12.0,1373.0,13,7
Ukraine,2011.0,just10,3,771,1500,61,1991.0,2011.0,just10_gt3,32.0,40,9.0,13.0,1373.0,13,7
Ukraine,2011.0,just10,4,629,1500,61,1991.0,2011.0,just10_gt4,32.0,40,9.0,14.0,1373.0,13,7
Ukraine,2011.0,just10,5,332,1500,61,1991.0,2011.0,just10_gt5,32.0,40,9.0,15.0,1373.0,13,7
Ukraine,2011.0,just10,6,226,1500,61,1991.0,2011.0,just10_gt6,32.0,40,9.0,16.0,1373.0,13,7
Ukraine,2011.0,just10,7,138,1500,61,1991.0,2011.0,just10_gt7,32.0,40,9.0,17.0,1373.0,13,7
Ukraine,2011.0,just10,8,79,1500,61,1991.0,2011.0,just10_gt8,32.0,40,9.0,18.0,1373.0,13,7
Ukraine,2011.0,just10,9,40,1500,61,1991.0,2011.0,just10_gt9,32.0,40,9.0,19.0,1373.0,13,7
Estonia,1990.0,just10,1,852,989,59,1990.0,2011.0,just10_gt1,33.0,19,9.0,11.0,1395.0,15,7
Estonia,1990.0,just10,2,812,989,59,1990.0,2011.0,just10_gt2,33.0,19,9.0,12.0,1395.0,15,7
Estonia,1990.0,just10,3,711,989,59,1990.0,2011.0,just10_gt3,33.0,19,9.0,13.0,1395.0,15,7
Estonia,1990.0,just10,4,621,989,59,1990.0,2011.0,just10_gt4,33.0,19,9.0,14.0,1395.0,15,7
Estonia,1990.0,just10,5,363,989,59,1990.0,2011.0,just10_gt5,33.0,19,9.0,15.0,1395.0,15,7
Estonia,1990.0,just10,6,218,989,59,1990.0,2011.0,just10_gt6,33.0,19,9.0,16.0,1395.0,15,7
Estonia,1990.0,just10,7,168,989,59,1990.0,2011.0,just10_gt7,33.0,19,9.0,17.0,1395.0,15,7
Estonia,1990.0,just10,8,113,989,59,1990.0,2011.0,just10_gt8,33.0,19,9.0,18.0,1395.0,15,7
Estonia,1990.0,just10,9,83,989,59,1990.0,2011.0,just10_gt9,33.0,19,9.0,19.0,1395.0,15,7
Estonia,1990.0,a_health2,1,903,966,59,1990.0,2011.0,a_health2_gt1,33.0,19,10.0,20.0,1395.0,15,7
Estonia,1990.0,a_defect2,1,905,955,59,1990.0,2011.0,a_defect2_gt1,33.0,19,11.0,21.0,1395.0,15,7
Estonia,1990.0,a_single2,1,197,799,59,1990.0,2011.0,a_single2_gt1,33.0,19,12.0,22.0,1395.0,15,7
Estonia,1990.0,a_nomore2,1,622,852,59,1990.0,2011.0,a_nomore2_gt1,33.0,19,13.0,23.0,1395.0,15,7
Estonia,1991.0,free4,1,862,891,59,1990.0,2011.0,free4_gt1,33.0,20,19.0,40.0,1396.0,15,7
Estonia,1991.0,free4,2,820,891,59,1990.0,2011.0,free4_gt2,33.0,20,19.0,41.0,1396.0,15,7
Estonia,1991.0,free4,3,661,891,59,1990.0,2011.0,free4_gt3,33.0,20,19.0,42.0,1396.0,15,7
Estonia,1996.0,just10,1,820,965,59,1990.0,2011.0,just10_gt1,33.0,25,9.0,11.0,1401.0,15,7
Estonia,1996.0,just10,2,784,965,59,1990.0,2011.0,just10_gt2,33.0,25,9.0,12.0,1401.0,15,7
Estonia,1996.0,just10,3,707,965,59,1990.0,2011.0,just10_gt3,33.0,25,9.0,13.0,1401.0,15,7
Estonia,1996.0,just10,4,637,965,59,1990.0,2011.0,just10_gt4,33.0,25,9.0,14.0,1401.0,15,7
Estonia,1996.0,just10,5,383,965,59,1990.0,2011.0,just10_gt5,33.0,25,9.0,15.0,1401.0,15,7
Estonia,1996.0,just10,6,285,965,59,1990.0,2011.0,just10_gt6,33.0,25,9.0,16.0,1401.0,15,7
Estonia,1996.0,just10,7,206,965,59,1990.0,2011.0,just10_gt7,33.0,25,9.0,17.0,1401.0,15,7
Estonia,1996.0,just10,8,129,965,59,1990.0,2011.0,just10_gt8,33.0,25,9.0,18.0,1401.0,15,7
Estonia,1996.0,just10,9,91,965,59,1990.0,2011.0,just10_gt9,33.0,25,9.0,19.0,1401.0,15,7
Estonia,1999.0,just10,1,710,895,59,1990.0,2011.0,just10_gt1,33.0,28,9.0,11.0,1404.0,15,7
Estonia,1999.0,just10,2,651,895,59,1990.0,2011.0,just10_gt2,33.0,28,9.0,12.0,1404.0,15,7
Estonia,1999.0,just10,3,563,895,59,1990.0,2011.0,just10_gt3,33.0,28,9.0,13.0,1404.0,15,7
Estonia,1999.0,just10,4,479,895,59,1990.0,2011.0,just10_gt4,33.0,28,9.0,14.0,1404.0,15,7
Estonia,1999.0,just10,5,285,895,59,1990.0,2011.0,just10_gt5,33.0,28,9.0,15.0,1404.0,15,7
Estonia,1999.0,just10,6,188,895,59,1990.0,2011.0,just10_gt6,33.0,28,9.0,16.0,1404.0,15,7
Estonia,1999.0,just10,7,134,895,59,1990.0,2011.0,just10_gt7,33.0,28,9.0,17.0,1404.0,15,7
Estonia,1999.0,just10,8,85,895,59,1990.0,2011.0,just10_gt8,33.0,28,9.0,18.0,1404.0,15,7
Estonia,1999.0,just10,9,64,895,59,1990.0,2011.0,just10_gt9,33.0,28,9.0,19.0,1404.0,15,7
Estonia,1999.0,a_single2,1,351,720,59,1990.0,2011.0,a_single2_gt1,33.0,28,12.0,22.0,1404.0,15,7
Estonia,1999.0,a_nomore2,1,577,811,59,1990.0,2011.0,a_nomore2_gt1,33.0,28,13.0,23.0,1404.0,15,7
Estonia,2001.0,free4,1,873,929,59,1990.0,2011.0,free4_gt1,33.0,30,19.0,40.0,1406.0,15,7
Estonia,2001.0,free4,2,756,929,59,1990.0,2011.0,free4_gt2,33.0,30,19.0,41.0,1406.0,15,7
Estonia,2001.0,free4,3,480,929,59,1990.0,2011.0,free4_gt3,33.0,30,19.0,42.0,1406.0,15,7
Estonia,2008.0,just10,1,1145,1450,59,1990.0,2011.0,just10_gt1,33.0,37,9.0,11.0,1413.0,15,7
Estonia,2008.0,just10,2,1037,1450,59,1990.0,2011.0,just10_gt2,33.0,37,9.0,12.0,1413.0,15,7
Estonia,2008.0,just10,3,861,1450,59,1990.0,2011.0,just10_gt3,33.0,37,9.0,13.0,1413.0,15,7
Estonia,2008.0,just10,4,757,1450,59,1990.0,2011.0,just10_gt4,33.0,37,9.0,14.0,1413.0,15,7
Estonia,2008.0,just10,5,384,1450,59,1990.0,2011.0,just10_gt5,33.0,37,9.0,15.0,1413.0,15,7
Estonia,2008.0,just10,6,259,1450,59,1990.0,2011.0,just10_gt6,33.0,37,9.0,16.0,1413.0,15,7
Estonia,2008.0,just10,7,172,1450,59,1990.0,2011.0,just10_gt7,33.0,37,9.0,17.0,1413.0,15,7
Estonia,2008.0,just10,8,97,1450,59,1990.0,2011.0,just10_gt8,33.0,37,9.0,18.0,1413.0,15,7
Estonia,2008.0,just10,9,60,1450,59,1990.0,2011.0,just10_gt9,33.0,37,9.0,19.0,1413.0,15,7
Estonia,2008.0,a_single2,1,664,1312,59,1990.0,2011.0,a_single2_gt1,33.0,37,12.0,22.0,1413.0,15,7
Estonia,2008.0,a_nomore2,1,964,1375,59,1990.0,2011.0,a_nomore2_gt1,33.0,37,13.0,23.0,1413.0,15,7
Estonia,2011.0,just10,1,1184,1432,59,1990.0,2011.0,just10_gt1,33.0,40,9.0,11.0,1416.0,15,7
Estonia,2011.0,just10,2,1110,1432,59,1990.0,2011.0,just10_gt2,33.0,40,9.0,12.0,1416.0,15,7
Estonia,2011.0,just10,3,999,1432,59,1990.0,2011.0,just10_gt3,33.0,40,9.0,13.0,1416.0,15,7
Estonia,2011.0,just10,4,895,1432,59,1990.0,2011.0,just10_gt4,33.0,40,9.0,14.0,1416.0,15,7
Estonia,2011.0,just10,5,584,1432,59,1990.0,2011.0,just10_gt5,33.0,40,9.0,15.0,1416.0,15,7
Estonia,2011.0,just10,6,420,1432,59,1990.0,2011.0,just10_gt6,33.0,40,9.0,16.0,1416.0,15,7
Estonia,2011.0,just10,7,272,1432,59,1990.0,2011.0,just10_gt7,33.0,40,9.0,17.0,1416.0,15,7
Estonia,2011.0,just10,8,141,1432,59,1990.0,2011.0,just10_gt8,33.0,40,9.0,18.0,1416.0,15,7
Estonia,2011.0,just10,9,65,1432,59,1990.0,2011.0,just10_gt9,33.0,40,9.0,19.0,1416.0,15,7
Latvia,1990.0,just10,1,686,887,59,1990.0,2009.0,just10_gt1,34.0,19,9.0,11.0,1438.0,17,6
Latvia,1990.0,just10,2,643,887,59,1990.0,2009.0,just10_gt2,34.0,19,9.0,12.0,1438.0,17,6
Latvia,1990.0,just10,3,588,887,59,1990.0,2009.0,just10_gt3,34.0,19,9.0,13.0,1438.0,17,6
Latvia,1990.0,just10,4,540,887,59,1990.0,2009.0,just10_gt4,34.0,19,9.0,14.0,1438.0,17,6
Latvia,1990.0,just10,5,356,887,59,1990.0,2009.0,just10_gt5,34.0,19,9.0,15.0,1438.0,17,6
Latvia,1990.0,just10,6,275,887,59,1990.0,2009.0,just10_gt6,34.0,19,9.0,16.0,1438.0,17,6
Latvia,1990.0,just10,7,238,887,59,1990.0,2009.0,just10_gt7,34.0,19,9.0,17.0,1438.0,17,6
Latvia,1990.0,just10,8,189,887,59,1990.0,2009.0,just10_gt8,34.0,19,9.0,18.0,1438.0,17,6
Latvia,1990.0,just10,9,149,887,59,1990.0,2009.0,just10_gt9,34.0,19,9.0,19.0,1438.0,17,6
Latvia,1990.0,a_health2,1,829,892,59,1990.0,2009.0,a_health2_gt1,34.0,19,10.0,20.0,1438.0,17,6
Latvia,1990.0,a_defect2,1,851,896,59,1990.0,2009.0,a_defect2_gt1,34.0,19,11.0,21.0,1438.0,17,6
Latvia,1990.0,a_single2,1,401,877,59,1990.0,2009.0,a_single2_gt1,34.0,19,12.0,22.0,1438.0,17,6
Latvia,1990.0,a_nomore2,1,592,887,59,1990.0,2009.0,a_nomore2_gt1,34.0,19,13.0,23.0,1438.0,17,6
Latvia,1996.0,just10,1,995,1131,59,1990.0,2009.0,just10_gt1,34.0,25,9.0,11.0,1444.0,17,6
Latvia,1996.0,just10,2,924,1131,59,1990.0,2009.0,just10_gt2,34.0,25,9.0,12.0,1444.0,17,6
Latvia,1996.0,just10,3,821,1131,59,1990.0,2009.0,just10_gt3,34.0,25,9.0,13.0,1444.0,17,6
Latvia,1996.0,just10,4,742,1131,59,1990.0,2009.0,just10_gt4,34.0,25,9.0,14.0,1444.0,17,6
Latvia,1996.0,just10,5,493,1131,59,1990.0,2009.0,just10_gt5,34.0,25,9.0,15.0,1444.0,17,6
Latvia,1996.0,just10,6,388,1131,59,1990.0,2009.0,just10_gt6,34.0,25,9.0,16.0,1444.0,17,6
Latvia,1996.0,just10,7,270,1131,59,1990.0,2009.0,just10_gt7,34.0,25,9.0,17.0,1444.0,17,6
Latvia,1996.0,just10,8,141,1131,59,1990.0,2009.0,just10_gt8,34.0,25,9.0,18.0,1444.0,17,6
Latvia,1996.0,just10,9,80,1131,59,1990.0,2009.0,just10_gt9,34.0,25,9.0,19.0,1444.0,17,6
Latvia,1998.0,a_defect4,1,1015,1148,59,1990.0,2009.0,a_defect4_gt1,34.0,27,14.0,24.0,1446.0,17,6
Latvia,1998.0,a_defect4,2,932,1148,59,1990.0,2009.0,a_defect4_gt2,34.0,27,14.0,25.0,1446.0,17,6
Latvia,1998.0,a_defect4,3,764,1148,59,1990.0,2009.0,a_defect4_gt3,34.0,27,14.0,26.0,1446.0,17,6
Latvia,1998.0,a_poor4,1,934,1129,59,1990.0,2009.0,a_poor4_gt1,34.0,27,15.0,27.0,1446.0,17,6
Latvia,1998.0,a_poor4,2,712,1129,59,1990.0,2009.0,a_poor4_gt2,34.0,27,15.0,28.0,1446.0,17,6
Latvia,1998.0,a_poor4,3,501,1129,59,1990.0,2009.0,a_poor4_gt3,34.0,27,15.0,29.0,1446.0,17,6
Latvia,1998.0,free4,1,980,1039,59,1990.0,2009.0,free4_gt1,34.0,27,19.0,40.0,1446.0,17,6
Latvia,1998.0,free4,2,867,1039,59,1990.0,2009.0,free4_gt2,34.0,27,19.0,41.0,1446.0,17,6
Latvia,1998.0,free4,3,524,1039,59,1990.0,2009.0,free4_gt3,34.0,27,19.0,42.0,1446.0,17,6
Latvia,1999.0,just10,1,610,964,59,1990.0,2009.0,just10_gt1,34.0,28,9.0,11.0,1447.0,17,6
Latvia,1999.0,just10,2,562,964,59,1990.0,2009.0,just10_gt2,34.0,28,9.0,12.0,1447.0,17,6
Latvia,1999.0,just10,3,481,964,59,1990.0,2009.0,just10_gt3,34.0,28,9.0,13.0,1447.0,17,6
Latvia,1999.0,just10,4,422,964,59,1990.0,2009.0,just10_gt4,34.0,28,9.0,14.0,1447.0,17,6
Latvia,1999.0,just10,5,205,964,59,1990.0,2009.0,just10_gt5,34.0,28,9.0,15.0,1447.0,17,6
Latvia,1999.0,just10,6,148,964,59,1990.0,2009.0,just10_gt6,34.0,28,9.0,16.0,1447.0,17,6
Latvia,1999.0,just10,7,107,964,59,1990.0,2009.0,just10_gt7,34.0,28,9.0,17.0,1447.0,17,6
Latvia,1999.0,just10,8,78,964,59,1990.0,2009.0,just10_gt8,34.0,28,9.0,18.0,1447.0,17,6
Latvia,1999.0,just10,9,56,964,59,1990.0,2009.0,just10_gt9,34.0,28,9.0,19.0,1447.0,17,6
Latvia,1999.0,a_single2,1,426,801,59,1990.0,2009.0,a_single2_gt1,34.0,28,12.0,22.0,1447.0,17,6
Latvia,1999.0,a_nomore2,1,554,865,59,1990.0,2009.0,a_nomore2_gt1,34.0,28,13.0,23.0,1447.0,17,6
Latvia,2008.0,just10,1,1004,1423,59,1990.0,2009.0,just10_gt1,34.0,37,9.0,11.0,1456.0,17,6
Latvia,2008.0,just10,2,905,1423,59,1990.0,2009.0,just10_gt2,34.0,37,9.0,12.0,1456.0,17,6
Latvia,2008.0,just10,3,764,1423,59,1990.0,2009.0,just10_gt3,34.0,37,9.0,13.0,1456.0,17,6
Latvia,2008.0,just10,4,625,1423,59,1990.0,2009.0,just10_gt4,34.0,37,9.0,14.0,1456.0,17,6
Latvia,2008.0,just10,5,341,1423,59,1990.0,2009.0,just10_gt5,34.0,37,9.0,15.0,1456.0,17,6
Latvia,2008.0,just10,6,212,1423,59,1990.0,2009.0,just10_gt6,34.0,37,9.0,16.0,1456.0,17,6
Latvia,2008.0,just10,7,137,1423,59,1990.0,2009.0,just10_gt7,34.0,37,9.0,17.0,1456.0,17,6
Latvia,2008.0,just10,8,81,1423,59,1990.0,2009.0,just10_gt8,34.0,37,9.0,18.0,1456.0,17,6
Latvia,2008.0,just10,9,52,1423,59,1990.0,2009.0,just10_gt9,34.0,37,9.0,19.0,1456.0,17,6
Latvia,2008.0,a_single2,1,690,1265,59,1990.0,2009.0,a_single2_gt1,34.0,37,12.0,22.0,1456.0,17,6
Latvia,2008.0,a_nomore2,1,835,1317,59,1990.0,2009.0,a_nomore2_gt1,34.0,37,13.0,23.0,1456.0,17,6
Latvia,2009.0,a_defect4,1,845,981,59,1990.0,2009.0,a_defect4_gt1,34.0,38,14.0,24.0,1457.0,17,6
Latvia,2009.0,a_defect4,2,710,981,59,1990.0,2009.0,a_defect4_gt2,34.0,38,14.0,25.0,1457.0,17,6
Latvia,2009.0,a_defect4,3,531,981,59,1990.0,2009.0,a_defect4_gt3,34.0,38,14.0,26.0,1457.0,17,6
Latvia,2009.0,a_poor4,1,766,972,59,1990.0,2009.0,a_poor4_gt1,34.0,38,15.0,27.0,1457.0,17,6
Latvia,2009.0,a_poor4,2,511,972,59,1990.0,2009.0,a_poor4_gt2,34.0,38,15.0,28.0,1457.0,17,6
Latvia,2009.0,a_poor4,3,257,972,59,1990.0,2009.0,a_poor4_gt3,34.0,38,15.0,29.0,1457.0,17,6
Peru,1996.0,just10,1,419,1175,59,1996.0,2013.0,just10_gt1,35.0,25,9.0,11.0,1487.0,8,7
Peru,1996.0,just10,2,325,1175,59,1996.0,2013.0,just10_gt2,35.0,25,9.0,12.0,1487.0,8,7
Peru,1996.0,just10,3,248,1175,59,1996.0,2013.0,just10_gt3,35.0,25,9.0,13.0,1487.0,8,7
Peru,1996.0,just10,4,217,1175,59,1996.0,2013.0,just10_gt4,35.0,25,9.0,14.0,1487.0,8,7
Peru,1996.0,just10,5,118,1175,59,1996.0,2013.0,just10_gt5,35.0,25,9.0,15.0,1487.0,8,7
Peru,1996.0,just10,6,89,1175,59,1996.0,2013.0,just10_gt6,35.0,25,9.0,16.0,1487.0,8,7
Peru,1996.0,just10,7,65,1175,59,1996.0,2013.0,just10_gt7,35.0,25,9.0,17.0,1487.0,8,7
Peru,1996.0,just10,8,35,1175,59,1996.0,2013.0,just10_gt8,35.0,25,9.0,18.0,1487.0,8,7
Peru,1996.0,just10,9,27,1175,59,1996.0,2013.0,just10_gt9,35.0,25,9.0,19.0,1487.0,8,7
Peru,2001.0,just10,1,393,1490,59,1996.0,2013.0,just10_gt1,35.0,30,9.0,11.0,1492.0,8,7
Peru,2001.0,just10,2,257,1490,59,1996.0,2013.0,just10_gt2,35.0,30,9.0,12.0,1492.0,8,7
Peru,2001.0,just10,3,197,1490,59,1996.0,2013.0,just10_gt3,35.0,30,9.0,13.0,1492.0,8,7
Peru,2001.0,just10,4,151,1490,59,1996.0,2013.0,just10_gt4,35.0,30,9.0,14.0,1492.0,8,7
Peru,2001.0,just10,5,69,1490,59,1996.0,2013.0,just10_gt5,35.0,30,9.0,15.0,1492.0,8,7
Peru,2001.0,just10,6,49,1490,59,1996.0,2013.0,just10_gt6,35.0,30,9.0,16.0,1492.0,8,7
Peru,2001.0,just10,7,41,1490,59,1996.0,2013.0,just10_gt7,35.0,30,9.0,17.0,1492.0,8,7
Peru,2001.0,just10,8,29,1490,59,1996.0,2013.0,just10_gt8,35.0,30,9.0,18.0,1492.0,8,7
Peru,2001.0,just10,9,20,1490,59,1996.0,2013.0,just10_gt9,35.0,30,9.0,19.0,1492.0,8,7
Peru,2002.0,just10,1,242,1171,59,1996.0,2013.0,just10_gt1,35.0,31,9.0,11.0,1493.0,8,7
Peru,2002.0,just10,2,180,1171,59,1996.0,2013.0,just10_gt2,35.0,31,9.0,12.0,1493.0,8,7
Peru,2002.0,just10,3,142,1171,59,1996.0,2013.0,just10_gt3,35.0,31,9.0,13.0,1493.0,8,7
Peru,2002.0,just10,4,121,1171,59,1996.0,2013.0,just10_gt4,35.0,31,9.0,14.0,1493.0,8,7
Peru,2002.0,just10,5,78,1171,59,1996.0,2013.0,just10_gt5,35.0,31,9.0,15.0,1493.0,8,7
Peru,2002.0,just10,6,68,1171,59,1996.0,2013.0,just10_gt6,35.0,31,9.0,16.0,1493.0,8,7
Peru,2002.0,just10,7,59,1171,59,1996.0,2013.0,just10_gt7,35.0,31,9.0,17.0,1493.0,8,7
Peru,2002.0,just10,8,48,1171,59,1996.0,2013.0,just10_gt8,35.0,31,9.0,18.0,1493.0,8,7
Peru,2002.0,just10,9,41,1171,59,1996.0,2013.0,just10_gt9,35.0,31,9.0,19.0,1493.0,8,7
Peru,2004.0,just10,1,544,1172,59,1996.0,2013.0,just10_gt1,35.0,33,9.0,11.0,1495.0,8,7
Peru,2004.0,just10,2,372,1172,59,1996.0,2013.0,just10_gt2,35.0,33,9.0,12.0,1495.0,8,7
Peru,2004.0,just10,3,271,1172,59,1996.0,2013.0,just10_gt3,35.0,33,9.0,13.0,1495.0,8,7
Peru,2004.0,just10,4,220,1172,59,1996.0,2013.0,just10_gt4,35.0,33,9.0,14.0,1495.0,8,7
Peru,2004.0,just10,5,145,1172,59,1996.0,2013.0,just10_gt5,35.0,33,9.0,15.0,1495.0,8,7
Peru,2004.0,just10,6,120,1172,59,1996.0,2013.0,just10_gt6,35.0,33,9.0,16.0,1495.0,8,7
Peru,2004.0,just10,7,92,1172,59,1996.0,2013.0,just10_gt7,35.0,33,9.0,17.0,1495.0,8,7
Peru,2004.0,just10,8,66,1172,59,1996.0,2013.0,just10_gt8,35.0,33,9.0,18.0,1495.0,8,7
Peru,2004.0,just10,9,55,1172,59,1996.0,2013.0,just10_gt9,35.0,33,9.0,19.0,1495.0,8,7
Peru,2007.0,just10,1,374,1128,59,1996.0,2013.0,just10_gt1,35.0,36,9.0,11.0,1498.0,8,7
Peru,2007.0,just10,2,260,1128,59,1996.0,2013.0,just10_gt2,35.0,36,9.0,12.0,1498.0,8,7
Peru,2007.0,just10,3,190,1128,59,1996.0,2013.0,just10_gt3,35.0,36,9.0,13.0,1498.0,8,7
Peru,2007.0,just10,4,141,1128,59,1996.0,2013.0,just10_gt4,35.0,36,9.0,14.0,1498.0,8,7
Peru,2007.0,just10,5,82,1128,59,1996.0,2013.0,just10_gt5,35.0,36,9.0,15.0,1498.0,8,7
Peru,2007.0,just10,6,57,1128,59,1996.0,2013.0,just10_gt6,35.0,36,9.0,16.0,1498.0,8,7
Peru,2007.0,just10,7,33,1128,59,1996.0,2013.0,just10_gt7,35.0,36,9.0,17.0,1498.0,8,7
Peru,2007.0,just10,8,26,1128,59,1996.0,2013.0,just10_gt8,35.0,36,9.0,18.0,1498.0,8,7
Peru,2007.0,just10,9,24,1128,59,1996.0,2013.0,just10_gt9,35.0,36,9.0,19.0,1498.0,8,7
Peru,2012.0,just10,1,475,1169,59,1996.0,2013.0,just10_gt1,35.0,41,9.0,11.0,1503.0,8,7
Peru,2012.0,just10,2,343,1169,59,1996.0,2013.0,just10_gt2,35.0,41,9.0,12.0,1503.0,8,7
Peru,2012.0,just10,3,276,1169,59,1996.0,2013.0,just10_gt3,35.0,41,9.0,13.0,1503.0,8,7
Peru,2012.0,just10,4,217,1169,59,1996.0,2013.0,just10_gt4,35.0,41,9.0,14.0,1503.0,8,7
Peru,2012.0,just10,5,111,1169,59,1996.0,2013.0,just10_gt5,35.0,41,9.0,15.0,1503.0,8,7
Peru,2012.0,just10,6,87,1169,59,1996.0,2013.0,just10_gt6,35.0,41,9.0,16.0,1503.0,8,7
Peru,2012.0,just10,7,61,1169,59,1996.0,2013.0,just10_gt7,35.0,41,9.0,17.0,1503.0,8,7
